# ==========================================================================
# T14  gps_shimura_test  Jacobian columns  --  PROVISIONAL, pending T27 reload
# --------------------------------------------------------------------------
# Scope of THIS file: the 389 COARSE X_0^D(N)-type rows only (autmuO_norms IS
# NULL).  The 2,198 enhanced rows are a deferred follow-up (see the T14 ticket
# Log 2026-07-22 scoping entry).  Populated via the T13/T30-validated
# JLDecomposition arm; every value here reproduces the shipped 338-row ground
# truth exactly (cross-check (a): 338/338).
#
# The `label` key column below is the CURRENTLY-SHIPPED coarse label.  These
# PREDATE the T29 canonical sort and WILL be reassigned on the T27 reload -- do
# NOT load against the current DB.  Re-key each row from T14-jacobian-keys.csv
# (invariant tuple discB,discO,deg_mu,level,index,genus) before loading.
#
# To produce the loadable file after re-keying:  grep -v '^#' <this> > load.txt
# then, with editor credentials, from ~/claude/lmfdb:
#   from lmfdb import db
#   db.gps_shimura_test.update_from_file('load.txt', label_col='label', sep='|')
# ({p,e} pairs in `conductor` are int4[][]; \N is NULL; genus-0 rows carry the
#  trivial empty-array decomposition + NULL trace_hash/traces/log_conductor;
#  18 rows carry NULL trace_hash because a constituent dim>=21 newform has no
#  trace_hash in LMFDB -- see the ticket Log.)
# ==========================================================================
label|newforms|dims|mults|conductor|rank|simple|squarefree|genus_minus_rank|log_conductor|trace_hash|traces
text|text[]|integer[]|integer[]|integer[]|integer|boolean|boolean|integer|numeric|bigint|integer[]

473.1.1.2.35.a.1|{473.2.a.a,473.2.a.b,473.2.a.c,473.2.a.d,473.2.a.e,473.2.a.f,473.2.a.g}|{1,2,2,5,5,9,11}|{1,1,1,1,1,1,1}|{{11,35},{43,35}}|5|f|t|30|215.568338597217653864|5450327776378083|{1,2,-4,8,-3,-2,-14,0,-10,10,-2,-4,18,1,-36,-22,-6,-10,-6,18,22,40,-8,-8,-8,-22,-16,20,-18,8,-52,0,16,-32,10,-24,36,40,4,-18,-2,12,46,38,-74,20,-40,-10,52,16,-138,64,-46,22,-2,72,-90,20,-10,-26,20,-78,48,-16,-60,-96,26,58,-124,-22,-68,64,-58,30,-50,-22,-28,118,66,54,0,-70,-24,-36,-72,-34,-200,46,-122,18,38,40,-166,-164,80,64,24,-4,-96,-70,-12,150,-4,-34,-64,-60,-196,-118,-116,-66,-56,-70,-130,-58,-154,136,90,218,-76,28,92,-78,42,92,106,206,52,-78,54,-42,132,-28,122,86,-246,74,34,104,32,26,4,-142,34,-36,-116,62,-142,-42,-2,-24,-38,108,48,64,16,40,24,-142,-130,170,262,-22,44,-22,-72,298,-216,114}
478.1.1.2.19.a.1|{478.2.a.a,478.2.a.b,478.2.a.c,478.2.a.d}|{4,4,5,6}|{1,1,1,1}|{{2,19},{239,19}}|2|f|t|17|117.222603917337663551|750391127431812445|{-1,-4,-2,-4,4,-8,6,-18,-8,2,-12,-8,-6,-6,24,0,-14,2,-32,-4,10,12,-8,-18,-38,42,8,-10,6,-2,-12,-14,-6,62,-36,-44,-58,20,60,-24,14,-36,12,-14,-18,-60,8,-28,-14,-44,82,1,-30,8,-6,-72,70,24,-76,106,84,58,76,96,10,0,2,18,16,-50,18,-16,84,26,22,24,26,60,10,-102,-48,-122,156,-50,0,-84,22,-18,12,24,2,20,-36,-102,-62,52,106,-110,112,96,-54,4,16,-150,-160,62,88,102,36,158,-84,18,162,2,-52,-82,16,100,-24,-22,-50,14,-96,-10,20,-12,88,-116,-32,134,128,132,24,74,130,-26,208,114,34,42,-54,-80,-156,-228,-212,-68,-82,170,64,44,-62,-154,-72,-96,-14,-8,-112,6,198,52,162,86,-76,-88,-154,0,4,104}
481.1.1.2.37.a.1|{481.2.a.a,481.2.a.b,481.2.a.c,481.2.a.d,481.2.a.e}|{1,7,7,11,11}|{1,1,1,1,1}|{{13,37},{37,37}}|3|f|t|34|228.507088993913163676|1747085923309858346|{1,0,-2,-4,4,-1,-14,-16,4,-2,-4,-1,-2,-12,8,6,-20,-30,16,40,-50,4,48,-22,-30,6,20,8,10,-6,36,12,42,-36,26,-4,-10,-16,36,10,-12,-34,76,50,14,20,4,48,48,-10,42,-12,-74,88,2,-108,78,20,2,14,-28,126,100,60,-10,-6,-104,-50,116,-18,18,164,-84,10,-84,-128,-46,6,-26,-126,-48,-66,24,-94,20,8,102,2,-14,-16,-148,-36,-112,-92,88,44,-26,-94,20,-50,-120,-82,56,122,-112,-110,48,-90,40,-58,0,70,-126,72,-100,-114,36,156,-46,180,-118,-22,-198,168,180,42,-110,116,-12,-142,72,-20,-64,-2,150,-2,-18,40,-42,22,-44,66,80,-196,138,24,82,-130,-76,-100,198,-54,196,56,128,316,4,26,-186,190,-60,-142,-8,-268,118,192,136,-2}
482.1.1.2.21.a.1|{482.2.a.a,482.2.a.b,482.2.a.c,482.2.a.d,482.2.a.e}|{1,2,3,6,9}|{1,1,1,1,1}|{{2,21},{241,21}}|3|f|t|18|129.736826395062606403|445934354840275573|{1,0,-2,4,-6,0,2,10,0,10,4,-4,-6,-6,-24,-10,0,10,-4,-32,2,0,20,-10,-6,-20,20,-4,-36,-42,-20,10,-14,-6,-64,32,8,78,-60,20,-10,54,48,54,76,68,12,16,-66,10,38,-64,-5,24,-2,-20,-8,-24,102,74,70,4,-10,-60,-86,84,88,50,60,-50,-18,-64,48,156,-94,-24,-12,12,6,-74,66,-38,-80,106,-64,18,38,38,-148,24,-4,-48,24,72,-26,160,-110,-34,-44,-10,102,-22,-116,14,126,98,-18,-18,-20,-138,104,-40,-82,-82,-84,-22,-144,-44,172,72,84,222,-20,160,-24,112,-76,104,-80,42,-32,72,-48,-56,-90,194,102,28,-72,10,-62,-66,-32,158,-2,-56,40,30,-182,92,-42,198,72,32,90,-128,160,-134,-150,-172,-22,274,-48,-142,-82,76,-48,-176}
485.1.1.4.33.a.1|{485.2.a.a,485.2.a.b,485.2.a.c,485.2.a.d,485.2.a.e,485.2.a.f,485.2.a.g,485.2.a.h,485.2.a.i}|{1,1,2,2,3,4,6,7,7}|{1,1,1,1,1,1,1,1,1}|{{5,33},{97,33}}|3|f|t|30|204.076913400936945492|445058328371075418|{-1,4,-1,4,0,10,-2,4,-12,-22,8,6,-2,12,0,-18,-16,-18,-12,28,38,4,8,14,-3,-26,-16,12,58,-2,-32,-20,34,16,-14,-24,-2,-32,40,-38,32,30,-20,2,46,40,4,-76,20,-82,-86,56,-58,-4,10,24,-2,-52,-102,-126,76,-6,48,148,2,-138,132,10,44,-70,-122,-32,44,-54,-8,-128,-42,-46,-26,-114,-24,22,-36,-18,160,-172,-106,6,94,-64,40,-64,108,-4,60,108,-90,10,116,-58,-64,-158,44,62,-48,54,-84,-86,-68,-98,64,-130,-42,168,-24,-6,24,108,-194,76,-126,-2,178,148,20,54,-162,-20,192,42,68,80,0,14,98,62,-202,76,-74,-34,-56,238,144,-44,-174,112,-26,38,176,-76,-66,-62,-24,24,16,-24,100,78,-54,-18,80,82,64,196,214,32,-100,-90}
489.1.1.2.27.a.1|{489.2.a.a,489.2.a.b,489.2.a.c,489.2.a.d}|{4,5,8,10}|{1,1,1,1}|{{3,27},{163,27}}|2|f|t|25|167.193787215821544687|1856699223350314522|{1,1,-2,4,0,-2,-2,0,4,-2,0,14,-20,-10,-2,8,-36,0,4,-10,2,28,42,-34,-60,6,16,4,10,8,-8,50,-70,72,14,-26,2,-3,-4,36,28,-42,76,-6,-32,20,60,50,36,-10,14,60,-34,-70,-70,-48,-38,88,-38,-52,-36,54,-8,-24,88,-6,-72,-26,6,46,26,116,-90,-36,10,-50,-158,-108,-2,-116,20,-8,72,-6,-102,-24,126,-40,-12,20,88,80,68,-52,114,-82,-190,6,-94,-6,-202,-30,-12,-78,-96,112,-120,-116,-112,178,42,-126,98,-8,4,-16,-100,200,-186,80,54,116,54,192,18,66,96,88,-52,14,-80,78,-4,90,-230,-38,10,18,-48,-142,24,42,88,60,-140,140,248,-22,88,172,-54,-26,64,-68,-84,206,98,-190,-2,206,172,222,-54,-110,-218,-292,-84,90}
493.1.1.4.37.a.1|{493.2.a.a,493.2.a.b,493.2.a.c,493.2.a.d,493.2.a.e,493.2.a.f,493.2.a.g,493.2.a.h}|{1,1,2,4,5,6,8,10}|{1,1,1,1,1,1,1,1}|{{17,37},{29,37}}|3|f|t|34|229.418839439579533975|872368195203234362|{3,-4,2,-4,-4,-6,-3,-8,4,-5,-24,-6,-10,-24,-12,-38,24,-2,-4,24,-2,0,24,-6,-14,42,-32,84,-30,66,-8,-40,2,-52,-18,-32,-66,-92,8,-34,-76,6,68,-6,42,44,-12,-72,24,70,-6,48,-14,-16,-10,56,-18,104,-34,42,-68,-74,64,-28,58,-46,36,34,48,-86,34,-104,-60,-74,-136,-8,-110,-114,10,-94,-64,-130,32,-42,28,8,-54,-78,-114,-100,-68,-12,84,32,-64,16,178,-14,192,-38,-100,90,12,86,196,2,32,-10,116,-126,28,-62,54,32,172,10,0,-100,-154,144,-158,-74,-34,120,68,-14,-6,160,-20,-6,88,144,-68,-190,6,142,126,148,126,86,-160,-2,124,60,-94,-132,-94,46,-160,-172,266,-206,344,-124,-76,96,48,-38,18,102,-148,-46,28,48,70,-240,28,22}
497.1.1.2.35.a.1|{497.2.a.a,497.2.a.b,497.2.a.c,497.2.a.d,497.2.a.e}|{1,2,8,9,15}|{1,1,1,1,1}|{{7,35},{71,35}}|3|f|t|32|217.300650913382005425|1893396374268838239|{-1,0,-2,1,4,-6,-14,-8,16,-14,-4,2,-22,20,0,30,8,-42,20,-13,-34,0,-24,38,-42,18,76,-12,-22,-18,52,-4,-22,-48,10,-24,34,32,-52,-38,28,-22,24,46,-14,44,68,80,8,10,62,-8,-98,0,-66,0,18,48,-6,-82,44,30,88,4,-94,-14,52,18,0,6,-30,48,112,-6,100,80,-78,-66,-10,-130,48,182,-80,-2,-16,0,82,-34,-98,200,12,-28,-8,116,-68,-76,-118,-118,88,42,68,-118,-156,-98,-12,-110,-124,-78,104,-114,140,-50,38,16,76,-38,4,60,-110,-100,-10,54,-26,-20,-44,34,10,156,-28,198,44,168,16,26,-82,-98,-138,-12,34,-30,8,118,116,-12,22,-68,158,-114,160,-4,66,-210,-116,184,-100,-24,-40,18,-70,-182,60,-42,-20,-80,86,148,208,-62}
501.1.1.2.27.a.1|{501.2.a.a,501.2.a.b,501.2.a.c,501.2.a.d,501.2.a.e}|{1,5,5,8,8}|{1,1,1,1,1}|{{3,27},{167,27}}|2|f|t|25|167.848364729291349564|1790288831634981521|{-3,-1,-6,-8,0,-2,-2,4,-8,-10,-8,-14,10,16,12,2,32,2,-8,36,-34,24,36,-6,-46,-38,4,84,-38,-26,60,-36,-6,24,-38,0,-10,-36,1,50,-52,22,36,-10,6,-24,-20,84,-44,46,-18,20,30,128,-6,-4,6,4,46,-66,-48,-30,136,72,-82,42,36,-102,-28,-18,-78,4,60,18,-24,-184,22,-54,-102,-18,-72,6,-136,22,4,88,66,-130,26,-76,-24,-12,-24,-124,72,100,-86,-70,84,38,160,34,-16,122,116,-114,-24,-42,-36,-58,-36,-50,-238,4,-92,82,-12,-16,154,20,150,6,-54,-76,32,-98,-6,-84,192,-226,48,20,-52,30,114,-18,82,152,-150,-14,-20,-226,88,196,-14,72,-142,154,100,256,-18,58,-72,-80,-4,40,-104,334,-130,78,-16,154,-4,-132,-86,-172,-120,294}
502.1.1.4.20.a.1|{502.2.a.a,502.2.a.b,502.2.a.c,502.2.a.d,502.2.a.e}|{2,2,5,5,6}|{1,1,1,1,1}|{{2,20},{251,20}}|2|f|t|18|124.372002393834583913|508382305997962363|{0,2,2,0,4,-10,4,-8,-4,-12,-4,-4,-12,4,8,-8,-4,-32,-14,48,-4,0,12,12,-4,-18,8,72,-20,20,-24,-38,52,24,-42,-4,-60,-24,4,0,18,-30,52,-52,62,-20,-10,-16,-6,52,-8,48,16,-6,-48,-36,60,56,-8,64,-24,92,64,64,76,34,10,-52,-32,-32,28,12,-100,-2,-8,-64,-4,12,-36,-176,0,-40,96,8,-36,116,-108,60,60,4,100,12,-84,-18,96,-14,-70,-44,-22,-46,14,100,52,-58,20,70,-74,-64,-68,-68,90,44,68,-42,-16,4,-92,168,20,-68,108,16,-26,78,-62,-60,130,8,318,36,-2,12,68,22,-116,-92,-62,12,100,144,18,-22,96,-248,-180,-172,-234,-36,78,26,-34,60,-80,8,0,-324,-124,-12,-48,-108,114,92,200,-138,148,72,68,-132}
505.1.1.2.33.a.1|{505.2.a.a,505.2.a.b,505.2.a.c,505.2.a.d,505.2.a.e}|{1,6,8,9,9}|{1,1,1,1,1}|{{5,33},{101,33}}|3|f|t|30|205.410428166086874241|1519268048332928937|{-3,-4,1,-8,-8,-6,2,-20,0,6,0,-10,-14,-28,8,14,24,-14,-48,-20,-38,-8,36,-6,-10,1,20,0,-30,14,16,-8,-54,-28,-6,-32,14,-56,-44,58,-96,70,44,-94,90,20,-60,36,40,-54,34,60,-70,36,-22,60,-10,72,-102,66,96,-102,92,12,10,42,-16,-70,84,-10,78,-4,-52,-14,-104,4,54,-34,-46,-62,92,-30,108,-18,28,-64,26,-146,-78,24,88,-64,120,-84,-104,-36,54,-18,4,-126,32,-10,144,-34,-84,-62,-168,-26,128,14,-96,30,-214,12,-8,-42,156,-236,-26,52,-38,-62,-158,72,240,-90,70,-92,-24,-18,-72,196,0,-82,102,-34,-162,148,-54,-22,-20,50,120,60,26,68,90,38,12,72,-6,218,104,196,76,-136,36,-58,106,-46,8,22,-76,-52,222,-72,0,42}
510.1.1.4.9.a.1|{510.2.a.a,510.2.a.b,510.2.a.c,510.2.a.d,510.2.a.e,510.2.a.f,510.2.a.g,510.2.a.h}|{1,1,1,1,1,1,1,2}|{1,1,1,1,1,1,1,1}|{{2,9},{3,9},{5,9},{17,9}}|1|f|t|8|56.1096965314653431010|677625363257988494|{1,-3,1,0,4,6,1,4,8,30,8,6,2,4,0,6,4,6,-4,-24,-46,8,-28,-6,-6,-50,-24,28,6,-30,-32,12,-22,-36,14,-8,-26,-12,24,30,44,-34,0,58,-10,-16,20,32,-28,22,42,0,18,36,2,40,-98,-16,6,26,-52,6,28,24,2,110,60,74,-4,14,-62,88,-24,142,-4,0,-66,-34,-22,-102,-20,-26,-80,-78,-112,44,-6,-22,-26,16,-76,-96,-32,-60,-28,56,-58,-14,4,38,132,-34,-28,170,-84,-30,28,-14,40,154,8,14,-54,60,-24,26,84,-88,78,-20,-26,-6,86,140,-28,70,14,-48,56,-26,-60,72,120,62,-22,2,54,52,94,50,44,54,0,172,-34,40,-58,-38,12,16,94,74,-36,-88,-100,208,-72,-182,42,-2,-12,26,24,52,-174,-168,-56,-138}
511.1.1.2.37.a.1|{511.2.a.a,511.2.a.b,511.2.a.c,511.2.a.d,511.2.a.e,511.2.a.f}|{3,3,6,6,9,10}|{1,1,1,1,1,1}|{{7,37},{73,37}}|2|f|t|35|230.745674837537064065|451979547561848865|{1,0,2,-1,-4,2,14,-4,-4,-2,-24,10,34,-20,-28,-14,32,18,-32,28,1,-4,28,10,2,50,-56,8,6,14,-20,20,10,-12,70,-80,-14,32,4,38,-12,-30,16,34,-62,-68,56,20,-32,2,-22,-28,-54,0,30,12,58,32,-22,30,92,50,-24,-36,-26,118,-4,14,8,94,-66,68,-148,-66,-16,-24,14,-74,-22,-58,72,-82,-76,-82,12,-60,-10,-54,-98,-44,-8,104,8,60,-20,-36,122,86,-52,-106,-80,154,44,2,-184,62,-172,90,40,-34,52,-138,138,44,-132,242,44,-4,-118,184,-30,-26,154,-68,100,194,46,136,-76,-10,108,-120,-236,90,182,-30,-74,-100,-70,170,164,14,-184,-172,54,128,210,98,-128,52,-90,-14,-24,68,168,204,-60,-86,34,-266,124,134,-52,-4,74,188,-32,-30}
514.1.1.2.21.a.1|{514.2.a.a,514.2.a.b,514.2.a.c,514.2.a.d,514.2.a.e,514.2.a.f}|{1,1,2,3,5,9}|{1,1,1,1,1,1}|{{2,21},{257,21}}|3|f|t|18|131.086688574558467263|578504970607938468|{1,2,0,-8,0,-6,10,-10,-12,-2,0,12,-22,-14,-8,-8,28,-2,-12,44,2,12,-30,10,-22,-36,-44,26,-16,2,-56,26,18,-32,48,-12,-18,78,-4,6,42,16,40,10,62,-20,-48,-20,48,12,-10,40,42,22,-7,-32,-48,-32,20,38,76,-46,32,32,34,94,-70,-54,18,-26,94,-84,8,-42,-112,16,-28,-62,26,-106,-12,-12,-68,-70,112,-86,94,-46,124,12,46,28,-52,180,-100,-44,-88,26,16,20,-34,-84,-48,18,44,-162,48,-54,108,-134,-92,22,34,14,56,102,-32,-76,-186,26,44,218,12,12,66,10,-42,108,12,40,92,8,-36,92,-22,-102,58,-84,38,38,38,154,-108,18,146,56,84,-210,16,20,-68,18,-18,104,112,-20,-132,-270,-70,160,148,54,-288,96,130,0,80,54}
515.1.1.4.35.a.1|{515.2.a.a,515.2.a.b,515.2.a.c,515.2.a.d}|{4,8,9,14}|{1,1,1,1}|{{5,35},{103,35}}|2|f|t|33|218.545841523230765088|2245605780658620675|{-3,0,1,4,0,10,-10,0,-8,-6,16,6,-10,20,8,-22,-4,6,0,24,30,4,0,46,10,-14,-9,-48,14,18,56,18,-82,32,4,72,2,28,-60,-10,40,26,16,46,82,-32,0,-4,12,54,-30,-62,-18,-68,22,-56,78,-112,6,-26,4,94,-44,-26,-70,98,-32,46,-124,98,-118,-128,-128,30,40,8,114,82,-52,-34,8,-30,-56,202,28,-96,-50,-6,110,-72,-116,52,76,-4,0,-28,-92,-138,-44,66,-24,-106,92,-182,-60,62,4,-126,28,130,-24,-14,-138,88,-100,94,12,-216,6,40,-82,54,-50,-112,-124,126,194,52,72,94,-132,168,-88,114,110,98,-70,92,154,-26,-176,22,116,44,-102,-28,118,50,164,-32,34,102,88,56,4,-164,84,202,-70,128,-20,-226,-148,-72,-26,36,-212,142}
517.1.1.2.37.a.1|{517.2.a.a,517.2.a.b,517.2.a.c,517.2.a.d,517.2.a.e,517.2.a.f,517.2.a.g,517.2.a.h,517.2.a.i,517.2.a.j,517.2.a.k}|{1,1,1,2,2,2,2,3,3,10,10}|{1,1,1,1,1,1,1,1,1,1,1}|{{11,37},{47,37}}|4|f|t|33|231.177586356811877843|1160048111829770031|{1,0,-2,-4,1,-22,-10,0,8,6,-8,-26,-14,-20,-9,10,-24,-22,12,4,-46,0,8,-14,-14,22,16,-8,-18,18,-56,40,-2,-40,50,-20,-34,-56,12,22,60,14,-60,-82,-66,92,-12,12,24,-54,-50,100,14,-32,62,60,-2,12,-2,50,36,-30,-76,56,-42,-22,-16,-22,40,-62,66,52,44,-58,56,60,-2,26,118,10,-36,-126,12,-66,-16,-40,26,-18,-90,148,128,-80,-180,-96,-56,176,14,50,-36,-70,-24,-190,-28,-114,-96,-86,-96,170,-40,-102,80,-78,-34,112,68,14,-88,-140,70,24,-114,-266,-38,-52,-8,-122,-26,-12,-24,-98,-56,168,132,-82,30,-202,114,32,102,-74,136,166,124,184,86,184,-50,38,32,96,42,46,132,68,-4,-144,112,-178,142,106,-64,-366,56,24,6,288,64,-214}
519.1.1.4.29.a.1|{519.2.a.a,519.2.a.b,519.2.a.c,519.2.a.d}|{3,3,11,12}|{1,1,1,1}|{{3,29},{173,29}}|2|f|t|27|181.305212611810770512|974089302737169495|{-1,-1,2,-4,0,6,14,4,-8,-2,4,6,34,-12,28,30,36,14,-8,-12,18,-28,-20,70,-2,18,-24,-24,38,22,-64,4,62,-28,34,16,10,-12,36,1,-56,18,-68,-38,26,88,20,24,12,62,10,-56,-6,36,58,-72,70,-40,10,-22,-28,142,-16,100,-18,-2,24,70,-104,38,-62,-48,-20,10,28,-32,6,14,-90,-10,-108,-86,124,134,4,-160,-38,-102,6,-32,16,-152,-44,-8,64,-196,38,158,-112,-134,-120,166,-56,62,52,178,-40,86,104,22,-60,-62,-82,-32,-36,94,-40,-252,146,80,142,2,-18,160,68,-46,-26,-16,20,-142,-40,76,0,134,14,230,-82,-120,186,54,24,-86,144,-60,94,140,-70,86,152,16,-114,230,-28,-100,96,8,28,82,218,-106,32,-46,-204,284,14,-276,8,10}
526.1.1.2.21.a.1|{526.2.a.a,526.2.a.b,526.2.a.c,526.2.a.d,526.2.a.e}|{2,4,4,5,6}|{1,1,1,1,1}|{{2,21},{263,21}}|2|f|t|19|131.571325467491907071|2066475955752007615|{-1,-4,0,-4,-4,-14,2,-10,0,12,-8,-6,14,4,0,-4,14,6,-22,-16,10,-32,20,-10,-38,0,-60,2,-62,14,16,22,18,30,-18,16,-26,74,0,14,4,-38,36,14,32,-16,-10,-4,62,-20,18,32,26,-14,18,1,-22,4,76,30,50,-12,-12,20,6,-22,-52,74,-86,-2,18,112,-32,68,-30,16,88,-20,-158,-106,-92,-76,-68,-94,84,94,30,-6,122,-100,20,136,-36,66,98,168,-48,-122,142,-92,-14,-158,-144,34,106,-6,8,-62,72,114,-36,8,30,-16,-4,46,-52,-20,196,60,-96,-126,78,-28,66,-12,-198,68,20,-82,62,-84,-144,92,246,162,-84,134,-262,154,52,82,36,94,64,176,122,-198,112,216,-26,-66,-38,-116,-250,-8,-152,-18,90,252,-154,-214,0,-34,-10,-172,-120,-178}
527.1.1.4.41.a.1|{527.2.a.a,527.2.a.b,527.2.a.c,527.2.a.d,527.2.a.e}|{2,5,7,11,16}|{1,1,1,1,1}|{{17,41},{31,41}}|2|f|t|39|256.955222490195855373|587808684799466925|{-1,4,2,4,-4,10,1,8,0,-22,-5,22,-10,-4,16,-2,8,26,-12,-4,42,8,28,-22,66,26,12,-48,-2,-14,-28,-80,2,16,10,-8,50,-24,12,-46,-40,-30,56,18,66,128,56,36,-28,-62,-18,-64,38,-44,30,-4,90,-12,18,-18,44,2,64,-88,94,66,-100,50,-208,42,162,20,-104,-18,12,28,-62,114,-10,10,-28,50,-40,58,-16,-184,-110,126,-26,116,-164,-208,-84,12,44,-56,-262,6,136,-126,-80,-154,52,30,64,186,120,142,52,74,-92,70,42,136,-52,54,-28,-284,-254,-52,-30,-62,130,144,60,-42,106,204,140,254,-20,-20,-252,-42,110,-94,150,84,-86,146,44,-10,200,-64,114,-168,98,-78,-20,220,74,-94,108,-148,208,-116,-120,-10,62,-154,-28,82,-12,60,62,-152,8,-130}
533.1.1.4.41.a.1|{533.2.a.a,533.2.a.b,533.2.a.c,533.2.a.d,533.2.a.e}|{2,7,8,11,13}|{1,1,1,1,1}|{{13,41},{41,41}}|2|f|t|39|257.419378390799626137|1651600196818878970|{-1,0,-2,-8,-8,-1,6,-8,-8,6,-8,2,-7,-4,4,-14,8,-6,-16,-16,22,-24,-24,14,-10,-34,-12,-16,26,-46,-40,32,-18,-20,-2,-24,62,-16,-52,-14,60,10,-76,30,-54,8,-8,40,24,38,18,-24,-46,36,-94,40,-58,16,70,-94,4,-110,-28,8,-14,-46,24,42,100,18,50,80,28,-10,48,8,-34,14,-10,46,-36,-138,-56,-50,28,-80,-114,82,54,60,160,-120,-16,-44,68,168,-54,22,-4,-110,168,-18,-176,-6,-68,22,112,-138,56,-14,-132,-94,78,-80,-16,34,-12,180,-126,-20,-50,46,-110,4,-40,-10,-178,-88,24,-14,36,60,-36,-42,98,-14,-102,-96,138,66,392,-110,36,-68,-146,48,134,110,172,-60,46,-6,140,292,20,-92,-36,-134,146,210,20,34,188,-92,6,44,-220,-342}
535.1.1.4.35.a.1|{535.2.a.a,535.2.a.b,535.2.a.c,535.2.a.d}|{3,8,9,15}|{1,1,1,1}|{{5,35},{107,35}}|2|f|t|33|219.879336141360229177|1486633655325343654|{3,0,1,-4,4,-10,10,4,0,12,-8,-18,-2,-16,18,6,4,-22,12,8,-26,32,-2,38,18,-6,-8,-11,2,70,-4,84,68,32,18,-8,-46,44,0,-34,0,10,-28,-30,-2,-16,-4,-60,-56,-26,34,40,28,48,-2,-80,38,-86,-2,70,-98,78,-44,72,16,94,46,10,56,-14,138,28,-60,-100,-88,28,134,-112,126,66,-12,82,124,-118,-152,-80,-38,-38,170,-52,-32,-20,28,-8,-52,-60,82,-14,-56,42,-66,34,8,6,-16,-22,-12,86,44,-98,-100,34,210,-72,80,-66,-72,-68,-230,-8,40,18,236,48,-28,118,18,-60,-44,94,-12,4,32,10,-10,94,-14,-128,-6,30,68,54,52,-36,42,-66,-6,38,176,104,-82,102,-20,184,-60,100,-60,6,210,-160,132,-126,-160,76,214,-52,212,-188}
537.1.1.2.29.a.1|{537.2.a.a,537.2.a.b,537.2.a.c,537.2.a.d,537.2.a.e,537.2.a.f,537.2.a.g,537.2.a.h,537.2.a.i,537.2.a.j}|{1,1,1,1,1,2,2,6,6,8}|{1,1,1,1,1,1,1,1,1,1}|{{3,29},{179,29}}|2|f|t|27|182.293944740757075940|1684569444033150724|{1,-1,-6,0,4,-14,-18,-12,-8,2,-8,2,2,-4,-36,2,32,-46,-36,-8,6,-4,32,-2,-6,-30,12,12,22,2,64,4,42,4,-26,-16,-58,56,4,6,1,-50,76,-26,-18,48,56,88,112,2,-30,40,74,0,6,-88,-30,-44,14,14,-92,-58,76,-64,-62,42,-20,-42,96,-70,-122,-24,-24,-22,-20,92,-22,-6,-78,-74,56,-66,-120,-18,-24,-24,-134,134,14,24,-48,108,-80,-36,60,-88,-70,-22,-28,38,-124,-46,-28,90,0,-90,36,42,-20,114,80,-46,-162,-140,-92,90,-28,-16,50,-44,-6,82,86,-224,180,-106,-22,196,120,30,-124,116,152,-10,54,10,94,188,-162,-154,84,-34,-24,-92,38,16,-6,-106,-4,188,18,102,64,116,-172,-116,112,-18,-46,86,-8,-114,68,-268,-86,172,0,34}
538.1.1.4.22.a.1|{538.2.a.a,538.2.a.b,538.2.a.c,538.2.a.d,538.2.a.e}|{2,2,4,7,7}|{1,1,1,1,1}|{{2,22},{269,22}}|2|f|t|20|138.332888323559257144|1122441392179473935|{0,0,2,-4,-6,6,-4,-8,-4,-4,4,-6,-8,-26,-24,26,-8,-14,-22,20,-20,-16,0,48,16,20,0,-12,24,-40,28,-46,-24,-52,-2,32,52,-44,28,-42,36,-8,44,16,-16,-36,-90,16,28,-72,68,-56,-36,-8,60,20,-10,16,-60,40,-2,-18,10,84,20,8,-2,44,126,14,48,32,-84,-60,-76,-76,34,-208,-32,-20,-78,98,4,28,32,60,84,44,72,36,-28,-96,80,-42,-40,68,32,-12,-72,-4,-28,156,32,-60,-224,-48,-136,-78,-60,-32,-28,-108,136,48,-28,-16,166,76,-66,-40,48,156,112,-28,-44,-136,-36,176,-68,48,-84,-12,156,176,-76,68,114,-142,156,32,-134,54,-160,92,-20,184,-72,76,-70,236,166,-16,52,4,-262,28,80,32,-48,-224,68,-256,-20,186,68,-148,-44,-46}
542.1.1.2.23.a.1|{542.2.a.a,542.2.a.b,542.2.a.c,542.2.a.d,542.2.a.e,542.2.a.f,542.2.a.g,542.2.a.h}|{1,1,2,3,3,3,4,6}|{1,1,1,1,1,1,1,1}|{{2,23},{271,23}}|3|f|t|20|144.791118033111862819|923589431174739787|{-1,-2,-2,8,-4,8,6,6,-8,8,16,2,-30,26,-8,-2,-10,-10,8,-8,2,-4,8,-6,-10,28,28,-18,4,10,16,-34,-42,32,-48,-28,-56,-12,12,8,-36,60,-28,10,76,0,48,20,6,-14,34,4,18,34,-18,24,72,1,-16,-30,42,-58,36,4,26,-52,110,118,94,-34,-54,-28,152,16,-50,-32,-20,-6,30,-94,-120,12,-20,-98,20,98,-86,78,44,4,-48,76,84,32,-36,-176,-66,-38,116,20,84,36,110,-82,38,-94,8,-34,-44,130,-104,-72,18,-164,28,90,182,-136,52,26,-114,-130,-84,-4,-182,-88,-50,-104,124,72,50,164,-148,348,90,-182,52,-56,-24,142,6,-6,-28,224,-98,-36,-18,34,66,-56,26,-54,148,-28,-2,-164,-132,182,10,142,-44,58,0,-272,114,-40,-144,52}
